schema_version,requested_action,catalog_key,sense_key,record_revision,catalog_status,term,lemma,part_of_speech,level,category,definition_zh,accepted_answers_zh,prompt_en,prompt_zh,phonetic_ipa,example_en,example_zh,accepted_forms_en,synonyms_en,antonyms_en,enable_en_to_zh,distractor_zh_1,distractor_zh_2,distractor_zh_3,distractor_zh_4,distractor_zh_5,distractor_zh_6,enable_zh_to_en,distractor_en_1,distractor_en_2,distractor_en_3,distractor_en_4,distractor_en_5,distractor_en_6,source_reference,contributor_ref,change_note,retirement_reason
word-catalog-v1,CREATE_DRAFT,,,,,grandchild,grandchild,noun,A1,people-family,孫輩,孫兒|孫女|外孫|外孫女,,,,,,,,,TRUE,父親或母親,丈夫,孩子,姨母或姑母,姪女或外甥女,堂／表兄弟姊妹,TRUE,parent,child,aunt,uncle,niece,cousin,,,,
word-catalog-v1,CREATE_DRAFT,,,,,aunt,aunt,noun,A1,people-family,姨母或姑母,阿姨|姨姨|姨媽|姑媽|伯母|嬸嬸|舅母,,,,,,,,,TRUE,父親或母親,孫輩,叔伯或舅父,姪女或外甥女,姪子或外甥,地址,TRUE,wife,grandchild,uncle,niece,nephew,address,,,,
word-catalog-v1,CREATE_DRAFT,,,,,uncle,uncle,noun,A1,people-family,叔伯或舅父,伯伯|伯父|叔父|舅父|姑丈|姨丈,,,,,,,,,TRUE,父親或母親,姨母或姑母,姪女或外甥女,姪子或外甥,堂／表兄弟姊妹,地址,TRUE,husband,aunt,niece,nephew,cousin,address,,,,
word-catalog-v1,CREATE_DRAFT,,,,,niece,niece,noun,A1,people-family,姪女或外甥女,姪女|外甥女,,,,,,,,,TRUE,女朋友,父親或母親,姨母或姑母,叔伯或舅父,姪子或外甥,堂／表兄弟姊妹,TRUE,wife,aunt,uncle,nephew,cousin,address,,,,
word-catalog-v1,CREATE_DRAFT,,,,,nephew,nephew,noun,A1,people-family,姪子或外甥,姪子|外甥,,,,,,,,,TRUE,父親或母親,妻子,孩子,姨母或姑母,叔伯或舅父,姪女或外甥女,TRUE,child,grandchild,uncle,niece,cousin,address,,,,
word-catalog-v1,CREATE_DRAFT,,,,,cousin,cousin,noun,A1,people-family,堂／表兄弟姊妹,堂兄|堂弟|堂姊|堂妹|表兄|表弟|表姊|表妹,,,,,,,,,TRUE,人,丈夫,孫輩,姪女或外甥女,姪子或外甥,地址,TRUE,parent,aunt,uncle,niece,nephew,address,,,,
word-catalog-v1,CREATE_DRAFT,,,,,dark,dark,adjective,A1,descriptions-qualities,深色的,,,,,,,,,,TRUE,淺色的,重的,輕的,昂貴的,舊的,髒的,TRUE,light,high,low,heavy,old,beautiful,,,,
word-catalog-v1,CREATE_DRAFT,,,,,light,light,adjective,A1,descriptions-qualities,淺色的,顏色較淺的,,,,The walls are light blue.,牆壁是淺藍色的。,,,dark,TRUE,深色的,重的,昂貴的,舊的,髒的,假的,TRUE,dark,high,low,expensive,cheap,ugly,,,,
word-catalog-v1,CREATE_DRAFT,,,,,season,season,noun,A1,time-calendar,季節,,,,,,,,,,TRUE,日期,週末,日曆,世紀,瞬間,午餐時間,TRUE,date,weekend,calendar,century,moment,lunchtime,,,,
word-catalog-v1,CREATE_DRAFT,,,,,date,date,noun,A1,time-calendar,日期,日子,,,,Please write the date at the top.,請在上方寫上日期。,,,,TRUE,季節,週末,日曆,十年,未來,午餐時間,TRUE,season,weekend,calendar,decade,future,lunchtime,,,,
word-catalog-v1,CREATE_DRAFT,,,,,weekend,weekend,noun,A1,time-calendar,週末,,,,,,,,,,TRUE,季節,日期,世紀,十年,瞬間,午餐時間,TRUE,season,date,century,decade,moment,lunchtime,,,,
word-catalog-v1,CREATE_DRAFT,,,,,next,next,adjective,A1,time-calendar,下一個的,接下來的,,,,,,,,,TRUE,短的,最後的,現代的,大的,厚的,近的,TRUE,short,last,modern,large,thick,average,,,,
word-catalog-v1,CREATE_DRAFT,,,,,half,half,noun,A1,numbers-quantity,一半,,,,,,,,,,TRUE,測量,單位,克,寬度,尺寸,碼,TRUE,measurement,unit,gram,width,size,yard,,,,
word-catalog-v1,CREATE_DRAFT,,,,,last name,last name,noun,A1,people-family,姓氏,姓,,,,,,,surname|family name,,TRUE,叔伯或舅父,姪女或外甥女,堂／表兄弟姊妹,地址,警員,中間名,TRUE,grandchild,nephew,cousin,address,police officer,middle name,,,,
word-catalog-v1,CREATE_DRAFT,,,,,address,address,noun,A1,people-family,地址,,,,,,,,,,TRUE,成人,孩子,孫輩,叔伯或舅父,姪子或外甥,堂／表兄弟姊妹,TRUE,person,husband,child,niece,nephew,cousin,,,,
word-catalog-v1,CREATE_DRAFT,,,,,date of birth,date of birth,noun,A1,time-calendar,出生日期,,,,,,,birth date|birthdate,,,TRUE,季節,日期,週末,日曆,過去,未來,TRUE,season,date,weekend,calendar,the past,future,,,,
word-catalog-v1,CREATE_DRAFT,,,,,single,single,adjective,A1,people-family,單身的,單身,,,,He is single and lives with his family.,他是單身，與家人同住。,,,,TRUE,已婚的,可用的,免費,成功的,全職,退休的,TRUE,married,available,free,successful,full-time,retired,,,,
word-catalog-v1,CREATE_DRAFT,,,,,married,married,adjective,A1,people-family,已婚的,,,,,The married couple live near the school.,這對已婚夫婦住在學校附近。,,,,TRUE,單身的,可用的,免費,成功的,兼職,退休的,TRUE,single,available,free,successful,full-time,part-time,,,,
word-catalog-v1,CREATE_DRAFT,,,,,passport,passport,noun,A1,travel-transport,護照,,,,,,,,,,TRUE,私家車,電單車,地鐵,飛機,機場,火車,TRUE,car,motorcycle,subway,airplane,airport,train,,,,
word-catalog-v1,CREATE_DRAFT,,,,,question,question,noun,A1,communication-language,問題,,,,,,,,,,TRUE,答案,溝通,論點,聲明,語法,形容詞,TRUE,answer,communication,argument,statement,grammar,adjective,,,,
word-catalog-v1,CREATE_DRAFT,,,,,answer,answer,noun,A1,communication-language,答案,,,,,,,,,,TRUE,問題,對話,討論,便條,字母,名詞,TRUE,question,conversation,discussion,note,letter,noun,,,,
word-catalog-v1,CREATE_DRAFT,,,,,knee,knee,noun,A1,body-health,膝蓋,,,,,,,,,,TRUE,背部,胃部,脖子,臉頰,下巴,嘴唇,TRUE,back,stomach,neck,cheek,chin,lip,,,,
word-catalog-v1,CREATE_DRAFT,,,,,back,back,noun,A1,body-health,背部,背,,,,My back hurts after carrying the bag.,我背着書包後背部疼痛。,,,,TRUE,膝蓋,胃部,脖子,臉頰,嘴唇,胸部,TRUE,knee,stomach,neck,cheek,lip,skin,,,,
word-catalog-v1,CREATE_DRAFT,,,,,stomach,stomach,noun,A1,body-health,胃部,胃,,,,,,,,,TRUE,膝蓋,背部,脖子,下巴,嘴唇,胃痛,TRUE,knee,back,neck,chin,lip,blood,,,,
word-catalog-v1,CREATE_DRAFT,,,,,neck,neck,noun,A1,body-health,脖子,,,,,,,,,,TRUE,膝蓋,背部,胃部,臉頰,下巴,皮膚,TRUE,knee,back,stomach,cheek,chin,bone,,,,
word-catalog-v1,CREATE_DRAFT,,,,,cheek,cheek,noun,A1,body-health,臉頰,,,,,,,,,,TRUE,膝蓋,胃部,脖子,下巴,嘴唇,血液,TRUE,knee,stomach,neck,chin,lip,muscle,,,,
word-catalog-v1,CREATE_DRAFT,,,,,chin,chin,noun,A1,body-health,下巴,,,,,,,,,,TRUE,膝蓋,背部,脖子,臉頰,嘴唇,骨頭,TRUE,knee,back,neck,cheek,lip,chest,,,,
word-catalog-v1,CREATE_DRAFT,,,,,lip,lip,noun,A1,body-health,嘴唇,,,,,,,,,,TRUE,背部,胃部,臉頰,下巴,肌肉,頭骨,TRUE,back,stomach,cheek,chin,backbone,eyelash,,,,
word-catalog-v1,CREATE_DRAFT,,,,,high,high,adjective,A1,descriptions-qualities,高,,,,,We could see a high mountain ahead.,我們看見前方有一座很高的山。,,,low,TRUE,低,重的,輕的,便宜,美麗的,乾淨的,TRUE,low,heavy,light,expensive,clean,dirty,,,,
word-catalog-v1,CREATE_DRAFT,,,,,low,low,adjective,A1,descriptions-qualities,低,,,,,,,,,high,TRUE,高,重的,輕的,便宜,難看的,困難的,TRUE,high,heavy,light,cheap,old,difficult,,,,
word-catalog-v1,CREATE_DRAFT,,,,,heavy,heavy,adjective,A1,descriptions-qualities,重的,,,,,,,,,light,TRUE,輕的,昂貴的,舊的,髒的,不同的,假的,TRUE,high,low,light,expensive,beautiful,ugly,,,,
word-catalog-v1,CREATE_DRAFT,,,,,light,light,adjective,A1,descriptions-qualities,輕的,重量輕的,,,,This bag is light enough to carry.,這個袋很輕，容易攜帶。,,,heavy,TRUE,重的,舊的,美麗的,髒的,相同的,假的,TRUE,high,heavy,expensive,cheap,clean,different,,,,
word-catalog-v1,CREATE_DRAFT,,,,,expensive,expensive,adjective,A1,descriptions-qualities,昂貴的,,,,,,,,,cheap,TRUE,重的,輕的,舊的,難看的,髒的,假的,TRUE,low,light,cheap,old,dirty,same,,,,
word-catalog-v1,CREATE_DRAFT,,,,,cheap,cheap,adjective,A1,descriptions-qualities,便宜,,,,,,,,,expensive,TRUE,高,低,昂貴的,美麗的,乾淨的,正確的,TRUE,heavy,expensive,old,beautiful,difficult,right,,,,
word-catalog-v1,CREATE_DRAFT,,,,,old,old,adjective,A1,descriptions-qualities,舊的,,,,,We replaced the old computer.,我們更換了舊電腦。,,,new,TRUE,重的,輕的,美麗的,髒的,困難的,假的,TRUE,cheap,beautiful,ugly,clean,different,wrong,,,,
word-catalog-v1,CREATE_DRAFT,,,,,beautiful,beautiful,adjective,A1,descriptions-qualities,美麗的,,,,,,,,pretty,ugly,TRUE,輕的,舊的,難看的,乾淨的,髒的,錯誤的,TRUE,expensive,old,ugly,dirty,same,open,,,,
word-catalog-v1,CREATE_DRAFT,,,,,ugly,ugly,adjective,A1,descriptions-qualities,難看的,不好看的,,,,They replaced the ugly old building.,他們重建了那座難看的舊建築物。,,,beautiful,TRUE,輕的,舊的,髒的,困難的,不同的,關閉的,TRUE,cheap,beautiful,clean,difficult,right,closed,,,,
word-catalog-v1,CREATE_DRAFT,,,,,clean,clean,adjective,A1,descriptions-qualities,乾淨的,,,,,The students keep their classroom clean.,學生保持課室整潔。,,,dirty,TRUE,舊的,難看的,髒的,相同的,正確的,假的,TRUE,old,ugly,dirty,different,wrong,true,,,,
word-catalog-v1,CREATE_DRAFT,,,,,dirty,dirty,adjective,A1,descriptions-qualities,髒的,,,,,,,,,clean,TRUE,重的,輕的,舊的,乾淨的,不同的,假的,TRUE,beautiful,clean,difficult,same,open,false,,,,
word-catalog-v1,CREATE_DRAFT,,,,,difficult,difficult,adjective,A1,descriptions-qualities,困難的,,,,,,,,hard,easy,TRUE,舊的,難看的,髒的,相同的,錯誤的,真實的,TRUE,ugly,dirty,different,right,closed,rich,,,,
word-catalog-v1,CREATE_DRAFT,,,,,different,different,adjective,A1,descriptions-qualities,不同的,,,,,,,,,same,TRUE,美麗的,困難的,相同的,正確的,關閉的,富有的,TRUE,clean,difficult,same,wrong,true,poor,,,,
word-catalog-v1,CREATE_DRAFT,,,,,same,same,adjective,A1,descriptions-qualities,相同的,,,,,,,,,different,TRUE,髒的,不同的,正確的,錯誤的,真實的,貧窮的,TRUE,dirty,different,right,open,false,sure,,,,
word-catalog-v1,CREATE_DRAFT,,,,,right,right,adjective,A1,descriptions-qualities,正確的,對的,,,,You chose the right answer.,你選了正確答案。,,correct,wrong|incorrect,TRUE,困難的,相同的,錯誤的,關閉的,假的,確信的,TRUE,difficult,same,wrong,closed,rich,poor,,,,
word-catalog-v1,CREATE_DRAFT,,,,,wrong,wrong,adjective,A1,descriptions-qualities,錯誤的,,,,,,,,,right,TRUE,不同的,正確的,關閉的,真實的,富有的,貧窮的,TRUE,different,right,open,true,false,correct,,,,
word-catalog-v1,CREATE_DRAFT,,,,,open,open,adjective,A1,descriptions-qualities,營業中的,正在營業的,,,,The shop is open until six.,商店營業至六時。,,,closed,TRUE,不同的,錯誤的,關閉的,真實的,富有的,確信的,TRUE,right,wrong,closed,rich,sure,correct,,,,
word-catalog-v1,CREATE_DRAFT,,,,,closed,closed,adjective,A1,descriptions-qualities,關閉的,,,,,,,,shut,open,TRUE,乾淨的,錯誤的,營業中的,假的,貧窮的,確信的,TRUE,wrong,open,true,poor,sure,correct,,,,
word-catalog-v1,CREATE_DRAFT,,,,,true,true,adjective,A1,descriptions-qualities,真實的,,,,,,,,,false,TRUE,正確的,關閉的,假的,富有的,貧窮的,確信的,TRUE,same,closed,false,rich,poor,correct,,,,
word-catalog-v1,CREATE_DRAFT,,,,,false,false,adjective,A1,descriptions-qualities,假的,,,,,,,,,true,TRUE,舊的,髒的,真實的,富有的,貧窮的,確信的,TRUE,open,closed,true,rich,sure,correct,,,,
word-catalog-v1,CREATE_DRAFT,,,,,rich,rich,adjective,A1,descriptions-qualities,富有的,,,,,,,,wealthy,poor,TRUE,相同的,營業中的,真實的,假的,貧窮的,確信的,TRUE,right,true,false,poor,sure,correct,,,,
word-catalog-v1,CREATE_DRAFT,,,,,poor,poor,adjective,A1,descriptions-qualities,貧窮的,貧困的,,,,,,,,rich,TRUE,錯誤的,真實的,假的,富有的,確信的,正確的,TRUE,same,open,false,rich,sure,correct,,,,
word-catalog-v1,CREATE_DRAFT,,,,,sure,sure,adjective,A1,descriptions-qualities,確信的,,,,,,,,certain,unsure,TRUE,困難的,營業中的,關閉的,假的,貧窮的,正確的,TRUE,wrong,closed,true,rich,poor,correct,,,,
word-catalog-v1,CREATE_DRAFT,,,,,correct,correct,adjective,A1,descriptions-qualities,正確的,,,,,,,,right,incorrect,TRUE,相同的,錯誤的,假的,富有的,貧窮的,確信的,TRUE,different,open,false,rich,poor,sure,,,,
word-catalog-v1,CREATE_DRAFT,,,,,building,building,noun,A1,home-household,建築物,,,,,,,,,,TRUE,公寓,樓層,屋頂,天花板,壁櫥,部分,TRUE,apartment,floor,roof,ceiling,closet,part,,,,
word-catalog-v1,CREATE_DRAFT,,,,,apartment,apartment,noun,A1,home-household,公寓,,,,,,,,flat,,TRUE,建築物,樓層,屋頂,天花板,壁櫥,升降機,TRUE,building,floor,roof,ceiling,closet,elevator,,,,
word-catalog-v1,CREATE_DRAFT,,,,,floor,floor,noun,A1,home-household,樓層,,,,,Our classroom is on the third floor.,我們的課室在三樓。,,,,TRUE,建築物,公寓,屋頂,天花板,部分,院子,TRUE,building,apartment,roof,ceiling,part,cabinet,,,,
word-catalog-v1,CREATE_DRAFT,,,,,roof,roof,noun,A1,home-household,屋頂,,,,,,,,,,TRUE,公寓,樓層,天花板,壁櫥,升降機,櫥櫃,TRUE,apartment,floor,ceiling,closet,elevator,refrigerator,,,,
word-catalog-v1,CREATE_DRAFT,,,,,ceiling,ceiling,noun,A1,home-household,天花板,,,,,,,,,,TRUE,建築物,樓層,屋頂,壁櫥,部分,冰箱,TRUE,building,floor,roof,closet,part,yard,,,,
word-catalog-v1,CREATE_DRAFT,,,,,dining room,dining room,noun,A1,home-household,飯廳,餐廳,,,,,,,,,TRUE,垃圾桶,冷氣機,風筒,吸塵器,遙控器,煙霧探測器,TRUE,trash can,air conditioner,hair dryer,vacuum cleaner,remote control,smoke detector,,,,
word-catalog-v1,CREATE_DRAFT,,,,,upstairs,upstairs,adverb,A1,home-household,樓上,,,,,,,,,downstairs,TRUE,樓下,返回,遠,總是,再次,別的,TRUE,downstairs,left,far,always,again,else,,,,
word-catalog-v1,CREATE_DRAFT,,,,,downstairs,downstairs,adverb,A1,home-household,樓下,,,,,,,,,upstairs,TRUE,樓上,向右,向左,從不,通常,真的,TRUE,upstairs,left,far,never,usually,really,,,,
word-catalog-v1,CREATE_DRAFT,,,,,closet,closet,noun,A1,home-household,壁櫥,衣櫃,,,,,,,,,TRUE,天花板,部分,升降機,院子,櫥櫃,爐子,TRUE,apartment,ceiling,part,elevator,cabinet,stove,,,,
word-catalog-v1,CREATE_DRAFT,,,,,part,part,noun,A1,home-household,部分,,,,,,,,,,TRUE,屋頂,壁櫥,升降機,院子,冰箱,爐子,TRUE,roof,closet,elevator,yard,refrigerator,stove,,,,
word-catalog-v1,CREATE_DRAFT,,,,,elevator,elevator,noun,A1,home-household,升降機,電梯,,,,,,,lift,,TRUE,公寓,部分,院子,櫥櫃,冰箱,爐子,TRUE,ceiling,part,yard,cabinet,refrigerator,stove,,,,
word-catalog-v1,CREATE_DRAFT,,,,,yard,yard,noun,A1,home-household,院子,,,,,,,,,,TRUE,樓層,壁櫥,升降機,櫥櫃,冰箱,爐子,TRUE,floor,closet,elevator,cabinet,refrigerator,stove,,,,
word-catalog-v1,CREATE_DRAFT,,,,,cabinet,cabinet,noun,A1,home-household,櫥櫃,,,,,,,,,,TRUE,天花板,壁櫥,部分,院子,冰箱,爐子,TRUE,building,part,elevator,yard,refrigerator,stove,,,,
word-catalog-v1,CREATE_DRAFT,,,,,refrigerator,refrigerator,noun,A1,home-household,冰箱,,,,,,,,fridge,,TRUE,建築物,屋頂,升降機,院子,櫥櫃,爐子,TRUE,roof,closet,part,yard,cabinet,stove,,,,
word-catalog-v1,CREATE_DRAFT,,,,,stove,stove,noun,A1,home-household,爐子,,,,,,,,,,TRUE,建築物,天花板,部分,院子,櫥櫃,冰箱,TRUE,apartment,ceiling,elevator,yard,cabinet,refrigerator,,,,
word-catalog-v1,CREATE_DRAFT,,,,,money,money,noun,A1,work-business,錢,,,,,,,,,,TRUE,職位,工作（不可數）,醫生,牙醫,工程師,侍應,TRUE,job,work,doctor,dentist,engineer,waiter,,,,
word-catalog-v1,CREATE_DRAFT,,,,,job,job,noun,A1,work-business,職位,一份工作,,,,He found a paid job near his home.,他在住所附近找到一份受薪職位。,,occupation,,TRUE,錢,工作（不可數）,醫生,護士,老師,司機,TRUE,money,doctor,dentist,nurse,teacher,driver,,,,
word-catalog-v1,CREATE_DRAFT,,,,,work,work,noun,A1,work-business,工作（不可數）,就業|工作,,,,She is looking for work this summer.,她今年暑假正在找工作。,,employment|job,,TRUE,錢,職位,牙醫,護士,工程師,侍應,TRUE,money,doctor,nurse,teacher,engineer,waiter,,,,
word-catalog-v1,CREATE_DRAFT,,,,,doctor,doctor,noun,A1,work-business,醫生,,,,,,,,,,TRUE,錢,職位,工作（不可數）,牙醫,老師,司機,TRUE,money,job,work,dentist,engineer,driver,,,,
word-catalog-v1,CREATE_DRAFT,,,,,dentist,dentist,noun,A1,work-business,牙醫,,,,,,,,,,TRUE,錢,醫生,護士,老師,工程師,侍應,TRUE,job,work,doctor,nurse,teacher,waiter,,,,
word-catalog-v1,CREATE_DRAFT,,,,,nurse,nurse,noun,A1,work-business,護士,,,,,,,,,,TRUE,職位,醫生,牙醫,老師,工程師,司機,TRUE,work,dentist,teacher,engineer,waiter,driver,,,,
word-catalog-v1,CREATE_DRAFT,,,,,teacher,teacher,noun,A1,work-business,老師,,,,,,,,,,TRUE,工作（不可數）,牙醫,護士,工程師,侍應,司機,TRUE,job,dentist,nurse,engineer,waiter,driver,,,,
word-catalog-v1,CREATE_DRAFT,,,,,engineer,engineer,noun,A1,work-business,工程師,,,,,,,,,,TRUE,職位,工作（不可數）,護士,老師,侍應,司機,TRUE,money,work,nurse,teacher,waiter,driver,,,,
word-catalog-v1,CREATE_DRAFT,,,,,actor,actor,noun,A1,arts-culture-media,演員,,,,,,,,,,TRUE,電影,報紙,雜誌,表演,導演,巡迴演出,TRUE,movie,newspaper,magazine,cinema,scene,cartoon,,,,
word-catalog-v1,CREATE_DRAFT,,,,,police officer,police officer,noun,A1,work-business,警員,警察,,,,,,,,,TRUE,信用卡,扣帳卡,服裝店,購物中心,時裝設計師,工作面試,TRUE,credit card,debit card,clothes store,shopping center,fashion designer,job interview,,,,
word-catalog-v1,CREATE_DRAFT,,,,,waiter,waiter,noun,A1,work-business,侍應,服務員,,,,,,,,,TRUE,錢,醫生,老師,工程師,司機,現金,TRUE,job,doctor,nurse,teacher,engineer,driver,,,,
word-catalog-v1,CREATE_DRAFT,,,,,driver,driver,noun,A1,work-business,司機,,,,,,,,,,TRUE,醫生,牙醫,護士,工程師,侍應,公司,TRUE,money,job,dentist,teacher,engineer,waiter,,,,
word-catalog-v1,CREATE_DRAFT,,,,,jacket,jacket,noun,A1,clothing-appearance,夾克,,,,,,,,,,TRUE,牛仔褲,毛衣,西裝,領帶,靴子,內衣,TRUE,jeans,sweater,suit,tie,boot,underwear,,,,
word-catalog-v1,CREATE_DRAFT,,,,,jeans,jeans,noun,A1,clothing-appearance,牛仔褲,牛仔布褲子,,,,,,,,,TRUE,夾克,毛衣,西裝,帽子,銀包,泳衣,TRUE,jacket,sweater,suit,hat,purse,swimsuit,,,,
word-catalog-v1,CREATE_DRAFT,,,,,sweater,sweater,noun,A1,clothing-appearance,毛衣,,,,,,,,,,TRUE,夾克,牛仔褲,領帶,睡衣,內衣,泳衣,TRUE,jacket,jeans,suit,tie,hat,pajamas,,,,
word-catalog-v1,CREATE_DRAFT,,,,,suit,suit,noun,A1,clothing-appearance,西裝,,,,,,,,,,TRUE,夾克,牛仔褲,毛衣,帽子,銀包,睡衣,TRUE,jacket,jeans,sweater,tie,purse,pajamas,,,,
word-catalog-v1,CREATE_DRAFT,,,,,tie,tie,noun,A1,clothing-appearance,領帶,,,,,,,,,,TRUE,夾克,牛仔褲,西裝,帽子,靴子,內衣,TRUE,jeans,suit,hat,boot,underwear,swimsuit,,,,
word-catalog-v1,CREATE_DRAFT,,,,,hat,hat,noun,A1,clothing-appearance,帽子,,,,,,,,,,TRUE,毛衣,領帶,銀包,靴子,睡衣,泳衣,TRUE,jacket,sweater,tie,purse,boot,swimsuit,,,,
word-catalog-v1,CREATE_DRAFT,,,,,purse,purse,noun,A1,clothing-appearance,銀包,錢包,,,,She keeps the coins in a small purse.,她把硬幣放在一個小銀包裏。,,,,TRUE,西裝,領帶,帽子,靴子,內衣,泳衣,TRUE,jacket,suit,hat,boot,pajamas,underwear,,,,
word-catalog-v1,CREATE_DRAFT,,,,,boot,boot,noun,A1,clothing-appearance,靴子,,,,,,,,,,TRUE,毛衣,帽子,銀包,睡衣,內衣,泳衣,TRUE,sweater,tie,purse,pajamas,underwear,swimsuit,,,,
word-catalog-v1,CREATE_DRAFT,,,,,pajamas,pajamas,noun,A1,clothing-appearance,睡衣,,,,,,,pyjamas,,,TRUE,毛衣,西裝,銀包,靴子,內衣,泳衣,TRUE,jeans,tie,purse,boot,underwear,swimsuit,,,,
word-catalog-v1,CREATE_DRAFT,,,,,underwear,underwear,noun,A1,clothing-appearance,內衣,,,,,,,,,,TRUE,牛仔褲,毛衣,帽子,靴子,睡衣,泳衣,TRUE,sweater,hat,purse,boot,pajamas,swimsuit,,,,
word-catalog-v1,CREATE_DRAFT,,,,,swimsuit,swimsuit,noun,A1,clothing-appearance,泳衣,,,,,,,,,,TRUE,夾克,毛衣,領帶,銀包,睡衣,內衣,TRUE,jeans,suit,hat,purse,pajamas,underwear,,,,
word-catalog-v1,CREATE_DRAFT,,,,,animal,animal,noun,A1,animals-plants,動物,,,,,,,,,,TRUE,羊,獅子,老鼠,蛇,魚（動物）,雞（動物）,TRUE,sheep,lion,mouse,snake,elephant,chicken,,,,
word-catalog-v1,CREATE_DRAFT,,,,,sheep,sheep,noun,A1,animals-plants,羊,,,,,,,,,,TRUE,動物,獅子,老鼠,蛇,大象,雞（動物）,TRUE,animal,lion,mouse,snake,fish,chicken,,,,
word-catalog-v1,CREATE_DRAFT,,,,,lion,lion,noun,A1,animals-plants,獅子,,,,,,,,,,TRUE,動物,羊,老鼠,魚（動物）,大象,雞（動物）,TRUE,animal,sheep,mouse,fish,elephant,chicken,,,,
word-catalog-v1,CREATE_DRAFT,,,,,mouse,mouse,noun,A1,animals-plants,老鼠,鼠,,,,A mouse ran across the kitchen floor.,一隻老鼠跑過廚房地板。,,,,TRUE,動物,羊,獅子,蛇,魚（動物）,大象,TRUE,animal,sheep,lion,snake,fish,elephant,,,,
word-catalog-v1,CREATE_DRAFT,,,,,snake,snake,noun,A1,animals-plants,蛇,,,,,,,,,,TRUE,動物,獅子,老鼠,魚（動物）,雞（動物）,寵物,TRUE,sheep,lion,mouse,fish,chicken,pet,,,,
word-catalog-v1,CREATE_DRAFT,,,,,fish,fish,noun,A1,animals-plants,魚（動物）,魚,,,,A small fish swam under the boat.,一條小魚游到船下。,,,,TRUE,動物,羊,蛇,大象,雞（動物）,動物園,TRUE,animal,mouse,snake,elephant,chicken,lamb,,,,
word-catalog-v1,CREATE_DRAFT,,,,,elephant,elephant,noun,A1,animals-plants,大象,,,,,,,,,,TRUE,動物,羊,蛇,魚（動物）,雞（動物）,羔羊,TRUE,animal,sheep,snake,fish,chicken,pet,,,,
