schema_version,requested_action,catalog_key,sense_key,record_revision,catalog_status,term,lemma,part_of_speech,level,category,definition_zh,accepted_answers_zh,prompt_en,prompt_zh,phonetic_ipa,example_en,example_zh,accepted_forms_en,synonyms_en,antonyms_en,enable_en_to_zh,distractor_zh_1,distractor_zh_2,distractor_zh_3,distractor_zh_4,distractor_zh_5,distractor_zh_6,enable_zh_to_en,distractor_en_1,distractor_en_2,distractor_en_3,distractor_en_4,distractor_en_5,distractor_en_6,source_reference,contributor_ref,change_note,retirement_reason
word-catalog-v1,CREATE_DRAFT,,,,,use,use,verb,A2,home-household,使用,,,,ju:s,,,,,,TRUE,運作,壞的,修理,地毯,租,居住,TRUE,work,broken,repair,carpet,rent,live,,,,
word-catalog-v1,CREATE_DRAFT,,,,,system,system,noun,A2,home-household,系統,,,,'sistәm,,,,,,TRUE,線路,風扇,熨斗,電筒,地毯,傢俱,TRUE,line,fan,iron,flashlight,carpet,furniture,,,,
word-catalog-v1,CREATE_DRAFT,,,,,repair,repair,verb,A2,home-household,修理,,,,rɪ'peə,,,,,,TRUE,運作,使用,電筒,地毯,租,居住,TRUE,work,use,flashlight,carpet,rent,live,,,,
word-catalog-v1,CREATE_DRAFT,,,,,flashlight,flashlight,noun,A2,home-household,電筒,,,,'flæʃlait,,,,,,TRUE,電話,風扇,熨斗,系統,地毯,傢俱,TRUE,radio,fan,iron,system,carpet,furniture,,,,
word-catalog-v1,CREATE_DRAFT,,,,,carpet,carpet,noun,A2,home-household,地毯,,,,'kɑ:pit,,,,,,TRUE,暖爐,風扇,熨斗,系統,電筒,傢俱,TRUE,heater,line,iron,system,flashlight,furniture,,,,
word-catalog-v1,CREATE_DRAFT,,,,,furniture,furniture,noun,A2,home-household,傢俱,,,,'fәnitʃә,,,,,,TRUE,暖爐,線路,熨斗,系統,電筒,地毯,TRUE,heater,fan,iron,system,flashlight,carpet,,,,
word-catalog-v1,CREATE_DRAFT,,,,,fashion,fashion,noun,A2,clothing-appearance,時尚,,,,'fæʃәn,,,,,,TRUE,服裝,女裝恤衫,短褲,口袋,雨傘,手錶,TRUE,clothing,blouse,shorts,pocket,umbrella,watch,,,,
word-catalog-v1,CREATE_DRAFT,,,,,clothing,clothing,noun,A2,clothing-appearance,服裝,,,,'klәuðiŋ,,,,,,TRUE,時尚,女裝恤衫,短褲,紐扣,制服,眼鏡,TRUE,fashion,blouse,shorts,button,uniform,glasses,,,,
word-catalog-v1,CREATE_DRAFT,,,,,blouse,blouse,noun,A2,clothing-appearance,女裝恤衫,,,,blauz,,,,,,TRUE,時尚,服裝,口袋,紐扣,配件,太陽眼鏡,TRUE,fashion,clothing,pocket,button,accessory,sunglasses,,,,
word-catalog-v1,CREATE_DRAFT,,,,,shorts,shorts,noun,A2,clothing-appearance,短褲,,,,ʃɔ:ts,,,,,,TRUE,時尚,女裝恤衫,口袋,制服,配件,公文包,TRUE,fashion,blouse,pocket,uniform,accessory,briefcase,,,,
word-catalog-v1,CREATE_DRAFT,,,,,pocket,pocket,noun,A2,clothing-appearance,口袋,,,,'pɒkit,,,,,,TRUE,服裝,短褲,紐扣,雨傘,手錶,帽子,TRUE,clothing,shorts,button,umbrella,watch,cap,,,,
word-catalog-v1,CREATE_DRAFT,,,,,button,button,noun,A2,clothing-appearance,紐扣,,,,ˈbʌtn,,,,,,TRUE,時尚,短褲,口袋,制服,眼鏡,太陽眼鏡,TRUE,fashion,shorts,pocket,uniform,glasses,sunglasses,,,,
word-catalog-v1,CREATE_DRAFT,,,,,uniform,uniform,noun,A2,clothing-appearance,制服,,,,'ju:nifɒ:m,,,,,,TRUE,服裝,紐扣,雨傘,配件,公文包,手鐲,TRUE,blouse,button,umbrella,accessory,briefcase,bracelet,,,,
word-catalog-v1,CREATE_DRAFT,,,,,umbrella,umbrella,noun,A2,clothing-appearance,雨傘,,,,ʌm'brelә,,,,,,TRUE,女裝恤衫,制服,配件,手錶,帽子,錢包,TRUE,clothing,uniform,accessory,watch,cap,wallet,,,,
word-catalog-v1,CREATE_DRAFT,,,,,accessory,accessory,noun,A2,clothing-appearance,配件,,,,әk'sesәri,,,,,,TRUE,口袋,雨傘,手錶,眼鏡,手鐲,鏈子,TRUE,pocket,umbrella,watch,glasses,bracelet,chain,,,,
word-catalog-v1,CREATE_DRAFT,,,,,watch,watch,noun,A2,clothing-appearance,手錶,,,,wɒtʃ,,,,,,TRUE,紐扣,配件,眼鏡,太陽眼鏡,手鐲,耳環,TRUE,button,accessory,glasses,sunglasses,wallet,earring,,,,
word-catalog-v1,CREATE_DRAFT,,,,,glasses,glasses,noun,A2,clothing-appearance,眼鏡,,,,'glɑ:siz,,,,,,TRUE,制服,手錶,太陽眼鏡,公文包,錢包,戒指,TRUE,uniform,watch,sunglasses,briefcase,chain,ring,,,,
word-catalog-v1,CREATE_DRAFT,,,,,sunglasses,sunglasses,noun,A2,clothing-appearance,太陽眼鏡,,,,ˈsʌnˌɡlæs.ɪz,,,,,,TRUE,雨傘,眼鏡,公文包,帽子,鏈子,項鍊,TRUE,umbrella,glasses,briefcase,cap,earring,necklace,,,,
word-catalog-v1,CREATE_DRAFT,,,,,briefcase,briefcase,noun,A2,clothing-appearance,公文包,,,,'bri:fkeis,,,,,,TRUE,手錶,太陽眼鏡,帽子,錢包,耳環,珠寶,TRUE,accessory,sunglasses,cap,bracelet,ring,jewellery,,,,
word-catalog-v1,CREATE_DRAFT,,,,,cap,cap,noun,A2,clothing-appearance,帽子,,,,kæp,,,,,,TRUE,眼鏡,公文包,手鐲,鏈子,戒指,香水,TRUE,watch,briefcase,bracelet,wallet,necklace,perfume,,,,
word-catalog-v1,CREATE_DRAFT,,,,,bracelet,bracelet,noun,A2,clothing-appearance,手鐲,,,,'breislit,,,,,,TRUE,手錶,帽子,錢包,鏈子,項鍊,珠寶,TRUE,glasses,cap,wallet,chain,jewellery,perfume,,,,
word-catalog-v1,CREATE_DRAFT,,,,,wallet,wallet,noun,A2,clothing-appearance,錢包,,,,'wɒlit,,,,,,TRUE,公文包,手鐲,耳環,戒指,項鍊,香水,TRUE,sunglasses,bracelet,chain,earring,jewellery,perfume,,,,
word-catalog-v1,CREATE_DRAFT,,,,,chain,chain,noun,A2,clothing-appearance,鏈子,,,,tʃein,,,,,,TRUE,帽子,錢包,耳環,戒指,珠寶,香水,TRUE,briefcase,wallet,earring,ring,necklace,perfume,,,,
word-catalog-v1,CREATE_DRAFT,,,,,earring,earring,noun,A2,clothing-appearance,耳環,,,,'iәriŋ,,,,,,TRUE,手鐲,鏈子,項鍊,珠寶,香水,腰帶,TRUE,cap,chain,ring,necklace,jewellery,belt,,,,
word-catalog-v1,CREATE_DRAFT,,,,,ring,ring,noun,A2,clothing-appearance,戒指,,,,riŋ,,,,,,TRUE,錢包,耳環,項鍊,珠寶,香水,腰帶,TRUE,bracelet,earring,necklace,jewellery,perfume,belt,,,,
word-catalog-v1,CREATE_DRAFT,,,,,necklace,necklace,noun,A2,clothing-appearance,項鍊,,,,'neklis,,,,,,TRUE,太陽眼鏡,耳環,戒指,珠寶,香水,腰帶,TRUE,wallet,earring,ring,jewellery,perfume,belt,,,,
word-catalog-v1,CREATE_DRAFT,,,,,jewellery,jewellery,noun,A2,clothing-appearance,珠寶,,,,'dʒu:әlri,,,jewelry,,,TRUE,帽子,鏈子,戒指,項鍊,香水,腰帶,TRUE,briefcase,chain,ring,necklace,perfume,belt,,,,
word-catalog-v1,CREATE_DRAFT,,,,,perfume,perfume,noun,A2,clothing-appearance,香水,,,,'pә:fju:m,,,,,,TRUE,手鐲,耳環,戒指,項鍊,珠寶,腰帶,TRUE,bracelet,wallet,ring,necklace,jewellery,belt,,,,
word-catalog-v1,CREATE_DRAFT,,,,,loose,loose,adjective,A2,clothing-appearance,寬鬆的,,,,lu:s,,,,,tight,TRUE,緊的,破舊的,可愛的,波浪的,瘦的,相似的,TRUE,tight,worn-out,attractive,wavy,skinny,similar,,,,
word-catalog-v1,CREATE_DRAFT,,,,,tight,tight,adjective,A2,clothing-appearance,緊的,,,,tait,,,,,loose,TRUE,寬鬆的,破舊的,捲曲的,瘦的,微小的,相似的,TRUE,loose,worn-out,good-looking,male,fit,similar,,,,
word-catalog-v1,CREATE_DRAFT,,,,,fit,fit,verb,A2,clothing-appearance,適合,,,,fit,These shoes fit me well.,這雙鞋很適合我。,,,,TRUE,換,刷,看起來,描述,展示,隱藏,TRUE,change,brush,look,describe,show,hide,,,,
word-catalog-v1,CREATE_DRAFT,,,,,try on,try on,phrasal_verb,A2,clothing-appearance,試穿,,,,,May I try on this jacket?,我可以試穿這件外套嗎？,,,,TRUE,打開,關閉,適合,穿上,脫下,換,TRUE,turn on,fit,put on,take off,change,get on,,,,
word-catalog-v1,CREATE_DRAFT,,,,,put on,put on,phrasal_verb,A2,clothing-appearance,穿上,,,,pʊt,Put on your coat before going outside.,外出前穿上外套。,,,,TRUE,適合,試穿,脫下,換,上車,登上,TRUE,turn on,fit,try on,take off,change,put down,,,,
word-catalog-v1,CREATE_DRAFT,,,,,take off,take off,phrasal_verb,A2,clothing-appearance,脫下,,,,teɪk ɒf,Please take off your wet coat.,請脫下濕外套。,,,,TRUE,適合,試穿,穿上,換,下去,放下,TRUE,turn off,fit,try on,put on,change,get off,,,,
word-catalog-v1,CREATE_DRAFT,,,,,change,change,verb,A2,clothing-appearance,換,,,,tʃeindʒ,,,,,,TRUE,適合,刷,看起來,顯得,展示,隱藏,TRUE,fit,brush,look,appear,show,hide,,,,
word-catalog-v1,CREATE_DRAFT,,,,,worn-out,worn-out,adjective,A2,clothing-appearance,破舊的,,,,wɔ:n aut,,,,,,TRUE,寬鬆的,緊的,可愛的,男性的,瘦的,相似的,TRUE,loose,tight,handsome,female,tiny,similar,,,,
word-catalog-v1,CREATE_DRAFT,,,,,belt,belt,noun,A2,clothing-appearance,腰帶,,,,belt,,,,,,TRUE,公文包,錢包,鏈子,項鍊,珠寶,香水,TRUE,cap,chain,earring,necklace,jewellery,perfume,,,,
word-catalog-v1,CREATE_DRAFT,,,,,darkness,darkness,noun,A2,descriptions-qualities,黑暗,,,,'dɑ:knis,,,,,,TRUE,亮度,輕盈,忌廉色,形狀,中心,菱形,TRUE,brightness,lightness,cream,shape,centre,diamond,,,,
word-catalog-v1,CREATE_DRAFT,,,,,brightness,brightness,noun,A2,descriptions-qualities,亮度,,,,'braitnis,,,,,,TRUE,黑暗,輕盈,忌廉色,形狀,圓,星星,TRUE,darkness,lightness,cream,shape,circle,star,,,,
word-catalog-v1,CREATE_DRAFT,,,,,lightness,lightness,noun,A2,descriptions-qualities,輕盈,,,,'laitnis,,,,,,TRUE,黑暗,亮度,忌廉色,中心,十字,線,TRUE,darkness,brightness,cream,centre,cross,square,,,,
word-catalog-v1,CREATE_DRAFT,,,,,golden,golden,adjective,A2,descriptions-qualities,金色的,,,,'gәuldn,,,,,,TRUE,銀色的,鮮豔的,多彩的,彩色的,直的,平的,TRUE,silver,pale,bright,colourful,coloured,straight,,,,
word-catalog-v1,CREATE_DRAFT,,,,,gold,gold,adjective,A2,descriptions-qualities,金色的,,,,gәuld,,,,,,TRUE,銀色的,淡,鮮豔的,多彩的,彩色的,圓的,TRUE,silver,pale,bright,colourful,flat,round,,,,
word-catalog-v1,CREATE_DRAFT,,,,,silver,silver,adjective,A2,descriptions-qualities,銀色的,,,,'silvә,,,,,,TRUE,金色的,鮮豔的,多彩的,彩色的,直的,圓的,TRUE,golden,gold,pale,bright,colourful,coloured,,,,
word-catalog-v1,CREATE_DRAFT,,,,,pale,pale,adjective,A2,descriptions-qualities,淡,,,,'pæli;'pei-,,,,,,TRUE,金色的,銀色的,鮮豔的,多彩的,彩色的,整個,TRUE,golden,gold,silver,bright,coloured,straight,,,,
word-catalog-v1,CREATE_DRAFT,,,,,bright,bright,adjective,A2,descriptions-qualities,鮮豔的,,,,brait,,,,,dark,TRUE,金色的,銀色的,多彩的,彩色的,平的,圓的,TRUE,golden,silver,pale,colourful,coloured,flat,,,,
word-catalog-v1,CREATE_DRAFT,,,,,colourful,colourful,adjective,A2,descriptions-qualities,多彩的,,,,'kʌlәful,,,colorful,,,TRUE,金色的,銀色的,淡,鮮豔的,彩色的,直的,TRUE,golden,gold,bright,coloured,flat,round,,,,
word-catalog-v1,CREATE_DRAFT,,,,,coloured,coloured,adjective,A2,descriptions-qualities,彩色的,,,,'kʌlәd,,,colored,,,TRUE,金色的,銀色的,淡,多彩的,直的,平的,TRUE,golden,silver,pale,bright,colourful,whole,,,,
word-catalog-v1,CREATE_DRAFT,,,,,cream,cream,noun,A2,descriptions-qualities,忌廉色,,,,kri:m,,,,,,TRUE,輕盈,形狀,中心,圓,正方形,點,TRUE,lightness,shape,centre,circle,cross,dot,,,,
word-catalog-v1,CREATE_DRAFT,,,,,shape,shape,noun,A2,descriptions-qualities,形狀,,,,ʃeip,,,,,,TRUE,忌廉色,中心,十字,正方形,菱形,側,TRUE,cream,centre,circle,square,diamond,side,,,,
word-catalog-v1,CREATE_DRAFT,,,,,centre,centre,noun,A2,descriptions-qualities,中心,,,,'sentә,,,center,,,TRUE,忌廉色,形狀,圓,十字,星星,表面,TRUE,cream,shape,circle,cross,star,surface,,,,
word-catalog-v1,CREATE_DRAFT,,,,,circle,circle,noun,A2,descriptions-qualities,圓,,,,'sә:kl,,,,,,TRUE,形狀,中心,十字,正方形,線,側,TRUE,shape,centre,cross,square,dot,side,,,,
word-catalog-v1,CREATE_DRAFT,,,,,cross,cross,noun,A2,descriptions-qualities,十字,,,,"krɔs,krɔ:s",Draw a cross beside the correct answer.,在正確答案旁畫一個十字。,,,,TRUE,忌廉色,圓,正方形,菱形,點,表面,TRUE,cream,circle,square,diamond,star,surface,,,,
word-catalog-v1,CREATE_DRAFT,,,,,square,square,noun,A2,descriptions-qualities,正方形,,,,skwєә,,,,,,TRUE,形狀,十字,菱形,星星,線,表面,TRUE,circle,cross,diamond,dot,side,surface,,,,
word-catalog-v1,CREATE_DRAFT,,,,,diamond,diamond,noun,A2,descriptions-qualities,菱形,,,,'daiәmәnd,,,,,,TRUE,形狀,正方形,星星,點,側,油漆,TRUE,centre,square,star,dot,surface,paint,,,,
word-catalog-v1,CREATE_DRAFT,,,,,star,star,noun,A2,descriptions-qualities,星星,,,,stɑ:,We saw a bright star in the sky.,我們在天空看見一顆明亮的星星。,,,,TRUE,圓,菱形,線,點,表面,油漆,TRUE,shape,cross,diamond,dot,side,paint,,,,
word-catalog-v1,CREATE_DRAFT,,,,,line,line,noun,A2,descriptions-qualities,線,,,,lain,,,,,,TRUE,十字,星星,點,側,表面,油漆,TRUE,square,diamond,star,side,surface,paint,,,,
word-catalog-v1,CREATE_DRAFT,,,,,dot,dot,noun,A2,descriptions-qualities,點,,,,dɒt,,,,,,TRUE,圓,星星,線,側,表面,油漆,TRUE,circle,cross,star,side,surface,paint,,,,
word-catalog-v1,CREATE_DRAFT,,,,,side,side,noun,A2,descriptions-qualities,側,,,,said,,,,,,TRUE,中心,正方形,線,點,表面,油漆,TRUE,shape,diamond,star,dot,surface,paint,,,,
word-catalog-v1,CREATE_DRAFT,,,,,surface,surface,noun,A2,descriptions-qualities,表面,,,,'sә:fis,,,,,,TRUE,中心,菱形,線,點,側,油漆,TRUE,cream,square,star,dot,side,paint,,,,
word-catalog-v1,CREATE_DRAFT,,,,,straight,straight,adjective,A2,descriptions-qualities,直的,,,,streit,,,,,,TRUE,鮮豔的,多彩的,彩色的,平的,圓的,整個,TRUE,gold,colourful,coloured,flat,round,whole,,,,
word-catalog-v1,CREATE_DRAFT,,,,,flat,flat,adjective,A2,descriptions-qualities,平的,,,,flæt,,,,,,TRUE,銀色的,鮮豔的,彩色的,直的,圓的,整個,TRUE,pale,colourful,coloured,straight,round,whole,,,,
word-catalog-v1,CREATE_DRAFT,,,,,round,round,adjective,A2,descriptions-qualities,圓的,,,,raund,,,,,,TRUE,金色的,多彩的,彩色的,直的,平的,整個,TRUE,silver,bright,coloured,straight,flat,whole,,,,
word-catalog-v1,CREATE_DRAFT,,,,,draw,draw,verb,A2,descriptions-qualities,畫,,,,drɒ:,,,,,,TRUE,上色,笑,哭,微笑,使驚訝,惹惱,TRUE,colour,laugh,cry,smile,surprise,annoy,,,,
word-catalog-v1,CREATE_DRAFT,,,,,colour,colour,verb,A2,descriptions-qualities,上色,,,,'kʌlә,,,color,,,TRUE,畫,笑,哭,皺眉,擔心,惹惱,TRUE,draw,laugh,cry,frown,worry,annoy,,,,
word-catalog-v1,CREATE_DRAFT,,,,,whole,whole,adjective,A2,descriptions-qualities,整個,,,,hәul,,,,,,TRUE,淡,鮮豔的,彩色的,直的,平的,圓的,TRUE,gold,pale,colourful,straight,flat,round,,,,
word-catalog-v1,CREATE_DRAFT,,,,,paint,paint,noun,A2,descriptions-qualities,油漆,,,,peint,,,,,,TRUE,圓,正方形,星星,點,側,表面,TRUE,centre,square,diamond,dot,side,surface,,,,
word-catalog-v1,CREATE_DRAFT,,,,,computer,computer,noun,A2,technology,電腦,,,,kәm'pju:tә,,,,,,TRUE,資訊,聊天,手提電腦,電腦顯示器,打印機,電郵,TRUE,information,chat,laptop,monitor,mouse,DVD,,,,
word-catalog-v1,CREATE_DRAFT,,,,,information,information,noun,A2,technology,資訊,,,,.infә'meiʃәn,,,,,,TRUE,電腦,聊天,手提電腦,螢幕,鍵盤,計算器,TRUE,computer,chat,laptop,screen,keyboard,calculator,,,,
word-catalog-v1,CREATE_DRAFT,,,,,chat,chat,noun,A2,technology,聊天,,,,tʃæt,,,,,,TRUE,電腦,資訊,電腦顯示器,螢幕,滑鼠,用戶名稱,TRUE,computer,information,monitor,screen,printer,username,,,,
word-catalog-v1,CREATE_DRAFT,,,,,laptop,laptop,noun,A2,technology,手提電腦,,,,læp tɔp,,,,,,TRUE,電腦,聊天,電腦顯示器,鍵盤,打印機,電郵,TRUE,computer,chat,monitor,keyboard,printer,password,,,,
word-catalog-v1,CREATE_DRAFT,,,,,monitor,monitor,noun,A2,technology,電腦顯示器,顯示器,,,'mɒnitә,The computer monitor is on the desk.,電腦顯示器放在書桌上。,,,,TRUE,電腦,手提電腦,打印機,滑鼠,計算器,電郵,TRUE,computer,laptop,printer,mouse,calculator,DVD,,,,
word-catalog-v1,CREATE_DRAFT,,,,,screen,screen,noun,A2,technology,螢幕,,,,skri:n,The message appeared on the phone screen.,訊息顯示在手機螢幕上。,,,,TRUE,資訊,打印機,鍵盤,滑鼠,密碼,互聯網,TRUE,computer,laptop,keyboard,printer,calculator,username,,,,
word-catalog-v1,CREATE_DRAFT,,,,,keyboard,keyboard,noun,A2,technology,鍵盤,,,,'ki:bɒ:d,,,,,,TRUE,手提電腦,螢幕,滑鼠,打印機,用戶名稱,網站,TRUE,chat,screen,mouse,printer,password,website,,,,
word-catalog-v1,CREATE_DRAFT,,,,,mouse,mouse,noun,A2,technology,滑鼠,,,,maus,,,,,,TRUE,聊天,鍵盤,打印機,計算器,密碼,互聯網,TRUE,information,keyboard,printer,DVD,Internet,website,,,,
word-catalog-v1,CREATE_DRAFT,,,,,printer,printer,noun,A2,technology,打印機,,,,'printә,,,,,,TRUE,鍵盤,滑鼠,用戶名稱,密碼,網站,消息,TRUE,screen,mouse,DVD,calculator,username,email,,,,
word-catalog-v1,CREATE_DRAFT,,,,,DVD,DVD,noun,A2,technology,DVD,,,,ˌdiː.viːˈdiː,,,,,,TRUE,螢幕,打印機,計算器,互聯網,網站,影片,TRUE,keyboard,printer,calculator,password,Internet,message,,,,
word-catalog-v1,CREATE_DRAFT,,,,,calculator,calculator,noun,A2,technology,計算器,,,,'kælkjuleitә,,,,,,TRUE,電腦顯示器,打印機,用戶名稱,密碼,互聯網,消息,TRUE,mouse,DVD,username,website,email,video,,,,
word-catalog-v1,CREATE_DRAFT,,,,,username,username,noun,A2,technology,用戶名稱,,,,ˈjuː.zɚ.neɪm,,,,,,TRUE,滑鼠,計算器,密碼,網站,影片,帖文,TRUE,mouse,calculator,password,Internet,message,post,,,,
word-catalog-v1,CREATE_DRAFT,,,,,password,password,noun,A2,technology,密碼,,,,'pæswә:d,,,,,,TRUE,鍵盤,用戶名稱,互聯網,網站,消息,評論,TRUE,printer,username,Internet,website,video,comment,,,,
